district,period,as_on_date,fy,acp_target_achievement__acp_agri_achievement,acp_target_achievement__acp_agri_pct,acp_target_achievement__acp_agri_target,acp_target_achievement__acp_msme_achievement,acp_target_achievement__acp_msme_pct,acp_target_achievement__acp_msme_target,acp_target_achievement__acp_other_psa_achievement,acp_target_achievement__acp_other_psa_pct,acp_target_achievement__acp_other_psa_target,acp_target_achievement__acp_total_achievement,acp_target_achievement__acp_total_pct,acp_target_achievement__acp_total_target,atm_network__atm_rural,atm_network__atm_rural_growth_abs,atm_network__atm_rural_growth_pct,atm_network__atm_rural_prev_fy,atm_network__atm_rural_prev_q,atm_network__atm_semi_urban,atm_network__atm_semi_urban_growth_abs,atm_network__atm_semi_urban_growth_pct,atm_network__atm_semi_urban_prev_fy,atm_network__atm_semi_urban_prev_q,atm_network__atm_total_growth_abs,atm_network__atm_total_growth_pct,atm_network__atm_total_prev_fy,atm_network__atm_total_prev_q,atm_network__atm_urban,atm_network__atm_urban_growth_abs,atm_network__atm_urban_growth_pct,atm_network__atm_urban_prev_fy,atm_network__atm_urban_prev_q,atm_network__total_atm,branch_network__branch_rural,branch_network__branch_rural_growth_abs,branch_network__branch_rural_growth_pct,branch_network__branch_rural_prev_fy,branch_network__branch_rural_prev_q,branch_network__branch_semi_urban,branch_network__branch_semi_urban_growth_abs,branch_network__branch_semi_urban_growth_pct,branch_network__branch_semi_urban_prev_fy,branch_network__branch_semi_urban_prev_q,branch_network__branch_total_growth_abs,branch_network__branch_total_growth_pct,branch_network__branch_total_prev_fy,branch_network__branch_total_prev_q,branch_network__branch_urban,branch_network__branch_urban_growth_abs,branch_network__branch_urban_growth_pct,branch_network__branch_urban_prev_fy,branch_network__branch_urban_prev_q,branch_network__total_branch,credit_deposit_ratio__advances_growth_abs,credit_deposit_ratio__advances_growth_pct,credit_deposit_ratio__advances_prev_fy,credit_deposit_ratio__advances_prev_quarter,credit_deposit_ratio__cd_ratio_benchmark,credit_deposit_ratio__cd_ratio_prev_fy,credit_deposit_ratio__cd_ratio_prev_quarter,credit_deposit_ratio__deposits_growth_abs,credit_deposit_ratio__deposits_growth_pct,credit_deposit_ratio__deposits_prev_fy,credit_deposit_ratio__deposits_prev_quarter,credit_deposit_ratio__overall_cd_ratio,credit_deposit_ratio__total_advance,credit_deposit_ratio__total_deposit
Rajnandgaon,June 2025,30-06-2025,2025-26,971.04,38.3596,2531.41,886.67,95.5968,927.51,100.69,45.3927,221.82,1958.4,53.2067,3680.74,23,1,4.5455,22,22,16,-1,-5.8824,17,16,-2,-1.5038,133,131,92,-2,-2.1277,94,93,131,55,0,0,55,52,24,0,0,24,22,1,0.7634,131,128,53,1,1.9231,52,54,132,585.63,10.7747,5435.25,5023.81,40,60.6382,61.5443,-271.98,-3.0343,8963.41,8162.92,69.2738,6020.88,8691.43
Sakti,June 2025,30-06-2025,2025-26,219.81,26.8392,818.99,320.68,44.8002,715.8,7.88,21.047,37.44,548.37,34.8785,1572.23,21,-1,-4.5455,22,19,26,0,0,26,23,-1,-2.0833,48,42,0,0,0,0,0,47,33,0,0,33,32,22,0,0,22,21,0,0,55,53,0,0,0,0,0,55,134.89,8.6149,1565.77,1472.72,40,45.4626,48.3765,-163.74,-4.7542,3444.08,3044.29,51.844,1700.66,3280.34
Sarangarh-Bilaigarh,June 2025,30-06-2025,2025-26,191.96,23.0229,833.78,117.35,35.1526,333.83,2.27,12.6041,18.01,311.58,26.2799,1185.62,16,-1,-5.8824,17,16,33,4,13.7931,29,29,4,8.6957,46,46,1,1,0,0,1,50,32,0,0,32,32,20,0,0,20,18,0,0,52,50,0,0,0,0,0,52,101.52,7.7998,1301.58,1198.47,40,49.5768,52.4828,-156.27,-5.9523,2625.38,2283.55,56.8261,1403.1,2469.11
Sukma,June 2025,30-06-2025,2025-26,40.67,29.9816,135.65,22.3,20.7249,107.6,1.38,4.6891,29.43,64.35,23.5991,272.68,7,1,16.6667,6,7,10,1,11.1111,9,9,2,13.3333,15,16,0,0,0,0,0,17,27,0,0,27,27,7,0,0,7,6,0,0,34,33,0,0,0,0,0,34,46.12,8.3015,555.56,515.81,40,40.2017,46.5046,-102.16,-7.3926,1381.93,1109.16,47.0147,601.68,1279.77
Surajpur,June 2025,30-06-2025,2025-26,172.76,21.5336,802.28,221.32,65.3748,338.54,6.55,7.3546,89.06,400.63,32.5747,1229.88,19,-2,-9.5238,21,18,38,2,5.5556,36,37,0,0,59,57,2,0,0,2,2,59,62,1,1.6393,61,60,26,0,0,26,26,0,0,90,89,2,-1,-33.3333,3,3,90,82.24,4.0241,2043.7,1880.51,40,36.9374,38.6823,-148.35,-2.6812,5532.87,4861.42,39.4824,2125.94,5384.52
Surguja,June 2025,30-06-2025,2025-26,235.74,19.6322,1200.78,738.89,47.1267,1567.88,11.92,25.8905,46.04,986.55,35.0499,2814.7,29,-3,-9.375,32,28,3,0,0,3,2,0,0,112,112,80,3,3.8961,77,82,112,59,2,3.5088,57,57,3,0,0,3,3,1,0.9615,104,104,43,-1,-2.2727,44,44,105,77.37,1.7368,4454.67,4161.69,40,46.4767,52.1009,-911.63,-9.5113,9584.74,7987.75,52.2539,4532.04,8673.11
Balod,September 2025,30-09-2025,2025-26,710.96,53.0124,1341.12,276.84,68.0732,406.68,25.94,38.0018,68.26,1013.74,55.8208,1816.06,45,1,2.2727,44,37,46,0,0,46,47,1,1.0989,91,85,1,0,0,1,1,92,75,1,1.3514,74,73,37,0,0,37,38,1,0.8929,112,112,1,0,0,1,1,113,468.6,21.191,2211.32,2402.21,40,37.086,44.405,-154.88,-2.5975,5962.68,5409.77,46.1435,2679.92,5807.8
Baloda Bazar,September 2025,30-09-2025,2025-26,1362.04,45.8163,2972.83,486.43,48.7151,998.52,61.68,49.9635,123.45,1910.15,46.6482,4094.8,25,1,4.1667,24,26,75,0,0,75,69,0,0,100,97,0,-1,-100,1,2,100,50,1,2.0408,49,49,63,-1,-1.5625,64,64,0,0,113,113,0,0,,0,0,113,508.9,12.9704,3923.55,3978.8,40,57.3857,66.8087,-290.72,-4.2521,6837.16,5955.51,67.7078,4432.45,6546.44
Balrampur,September 2025,30-09-2025,2025-26,196.33,41.038,478.41,173.37,52.4807,330.35,8.27,10.0048,82.66,377.97,42.4009,891.42,26,-1,-3.7037,27,22,20,3,17.6471,17,18,3,6.8182,44,41,1,1,,0,1,47,64,3,4.918,61,61,13,0,0,13,12,3,4,75,74,1,0,0,1,1,78,143.9,10.7983,1332.62,1290.75,40,38.7661,43.963,-182.25,-5.3017,3437.59,2935.99,45.3569,1476.52,3255.34
Bastar,September 2025,30-09-2025,2025-26,482.68,44.5708,1082.95,571.83,46.2141,1237.35,31.39,51.3664,61.11,1085.9,45.599,2381.41,35,0,0,35,34,3,0,0,3,3,-3,-2.459,122,121,81,-3,-3.5714,84,84,119,74,0,0,74,74,4,0,0,4,4,1,0.8403,119,119,42,1,2.439,41,41,120,383.99,8.4096,4566.11,4367,40,60.6236,70.0485,-431.46,-5.7284,7531.9,6234.25,69.7154,4950.1,7100.44
Bemetara,September 2025,30-09-2025,2025-26,939.4,44.6772,2102.64,219.12,45.1143,485.7,13.35,49.3348,27.06,1171.87,44.8065,2615.4,29,0,0,29,24,34,7,25.9259,27,32,7,12.2807,57,57,1,0,0,1,1,64,61,1,1.6667,60,56,26,0,0,26,27,1,1.1494,87,84,1,0,0,1,1,88,481.36,20.7122,2324.04,2451.06,40,46.9931,61.0468,-631,-12.7591,4945.49,4015.05,65.0227,2805.4,4314.49
Bijapur,September 2025,30-09-2025,2025-26,100.89,57.5429,175.33,29.94,33.7466,88.72,1.22,30.3483,4.02,132.05,49.2595,268.07,13,0,0,13,12,12,1,9.0909,11,11,1,4.1667,24,23,0,0,,0,0,25,40,1,2.5641,39,38,9,0,0,9,8,1,2.0833,48,46,0,0,0,0,0,49,130.35,18.6252,699.86,703,40,52.6916,61.6304,-90.55,-6.8174,1328.22,1140.67,67.0785,830.21,1237.67
Bilaspur,September 2025,30-09-2025,2025-26,1231.74,46.2453,2663.49,4072.39,59.5212,6841.91,250.23,81.5214,306.95,5554.36,56.6058,9812.35,30,1,3.4483,29,23,33,-1,-2.9412,34,33,2,0.6289,318,317,257,2,0.7843,255,261,320,69,0,0,69,69,37,-1,-2.6316,38,37,3,1.1364,264,261,161,4,2.5478,157,155,267,1262.34,6.3758,19798.88,17844.48,40,62.7816,61.5142,2416.27,7.6619,31536.11,29008.71,62.0316,21061.22,33952.38
Dantewada,September 2025,30-09-2025,2025-26,39.07,48.336,80.83,59.8,32.2633,185.35,11.3,68.6096,16.47,110.17,38.9775,282.65,10,1,11.1111,9,8,44,3,7.3171,41,42,4,8,50,50,0,0,,0,0,54,23,1,4.5455,22,22,22,0,0,22,22,1,2.2727,44,44,0,0,0,0,0,45,-530.38,-14.3243,3702.66,2264.68,40,133.0528,84.037,265.4,9.537,2782.85,2694.86,104.0689,3172.28,3048.25
Dhamtari,September 2025,30-09-2025,2025-26,1132.61,44.1123,2567.56,537.4,72.2127,744.19,72.95,117.7372,61.96,1742.96,51.663,3373.71,26,0,0,26,27,15,0,0,15,19,-1,-1.2346,81,88,39,-1,-2.5,40,42,80,55,0,0,55,55,21,0,0,21,21,1,0.8929,112,113,37,1,2.7778,36,37,113,404.62,10.5976,3818.03,3749.1,40,61.068,67.2324,-92.66,-1.4821,6252.1,5576.33,68.5557,4222.65,6159.44
Durg,September 2025,30-09-2025,2025-26,1410.03,48.2861,2920.16,5936.09,113.5461,5227.91,250.56,17.3016,1448.19,7596.68,79.1629,9596.26,52,1,1.9608,51,51,38,2,5.5556,36,33,-17,-3.7363,455,450,348,-20,-5.4348,368,366,438,77,1,1.3158,76,77,40,0,0,40,40,0,0,303,303,186,-1,-0.5348,187,186,303,1255.41,5.7127,21975.78,20812.24,40,59.7815,60.9074,549.73,1.4955,36760.15,34170.32,62.2655,23231.19,37309.88
Gariaband,September 2025,30-09-2025,2025-26,473.51,47.2607,1001.91,132.53,75.0495,176.59,11.74,17.5775,66.79,617.78,49.6093,1245.29,26,0,0,26,26,28,0,0,28,24,0,0,55,51,1,0,0,1,1,55,39,1,2.6316,38,36,28,0,0,28,26,1,1.5152,66,62,0,0,0,0,0,67,281.54,19.3687,1453.58,1447.29,40,54.3531,64.0859,-195.25,-7.3009,2674.33,2258.36,69.9905,1735.12,2479.08
Gaurela-Pendra-Marwahi,September 2025,30-09-2025,2025-26,142.07,44.0609,322.44,114.45,42.9247,266.63,6.91,35.8402,19.28,263.43,43.3024,608.35,1,0,0,1,1,30,5,20,25,25,5,18.5185,27,27,1,0,0,1,1,32,9,0,0,9,9,21,1,5,20,18,1,3.4483,29,27,0,0,0,0,0,30,67.38,7.9375,848.88,801.82,40,52.0737,55.6178,-59.87,-3.6727,1630.15,1441.66,58.3501,916.26,1570.28
Janjgir-Champa,September 2025,30-09-2025,2025-26,582.31,44.6074,1305.41,539.22,42.4556,1270.08,51.75,66.8346,77.43,1173.28,44.226,2652.92,33,-1,-2.9412,34,35,87,0,0,87,76,-1,-0.813,123,113,2,0,0,2,2,122,61,1,1.6667,60,60,60,1,1.6949,59,58,2,1.6529,121,120,2,0,0,2,2,123,329.73,8.3459,3950.79,3760.71,40,52.5041,54.836,-180.1,-2.3934,7524.73,6858.11,58.2809,4280.52,7344.63
Jashpur,September 2025,30-09-2025,2025-26,251.68,40.4175,622.7,271.34,39.392,688.82,20.99,40.0955,52.35,544.01,39.8872,1363.87,13,1,8.3333,12,10,52,2,4,50,47,0,0,66,61,1,-3,-75,4,4,66,49,3,6.5217,46,45,45,2,4.6512,43,43,4,4.3956,91,90,1,-1,-50,2,2,95,29.77,1.2909,2306.21,2158.63,40,46.6096,50.4286,-194.16,-3.9241,4947.93,4280.57,49.1395,2335.98,4753.77
Kabirdham,September 2025,30-09-2025,2025-26,932.39,53.309,1749.03,292.2,41.6334,701.84,453.75,263.2266,172.38,1678.34,63.9794,2623.25,20,0,0,20,18,50,0,0,50,52,0,0,71,71,1,0,0,1,1,71,46,0,0,46,46,36,0,0,36,37,0,0,84,85,2,0,0,2,2,84,630.11,24.4584,2576.25,2812.07,40,66.9244,85.377,-306.29,-7.9566,3849.49,3293.71,90.4933,3206.36,3543.2
Kanker,September 2025,30-09-2025,2025-26,522.44,39.3498,1327.68,263.1,44.0777,596.9,18.52,48.93,37.85,804.06,40.9727,1962.43,33,0,0,33,27,47,5,11.9048,42,49,5,6.5789,76,77,1,0,0,1,1,81,64,1,1.5873,63,61,41,1,2.5,40,40,2,1.9231,104,102,1,0,0,1,1,106,360.71,13.2413,2724.13,2703.26,40,58.4592,63.4379,-111.65,-2.396,4659.88,4261.27,67.8251,3084.84,4548.23
Khairagarh-Chhuikhadan-Gandai,September 2025,30-09-2025,2025-26,496.18,53.734,923.4,44.76,36.6825,122.02,61.11,71.7254,85.2,602.05,53.2495,1130.62,11,1,10,10,10,14,0,0,14,14,1,3.8462,26,26,2,0,0,2,2,27,21,0,0,21,21,17,1,6.25,16,16,1,2.5641,39,39,2,0,0,2,2,40,335.31,36.95,907.47,1095.43,40,50.2675,67.8146,-104.16,-5.7697,1805.28,1615.33,73.0566,1242.78,1701.12
Kondagaon,September 2025,30-09-2025,2025-26,313.67,42.5056,737.95,147.46,44.8466,328.81,13.0,40.6123,32.01,474.13,43.151,1098.77,12,0,0,12,10,35,-1,-2.7778,36,36,-1,-2,50,48,2,0,0,2,2,49,28,0,0,28,28,28,1,3.7037,27,27,1,1.7857,56,56,1,0,0,1,1,57,223.11,13.7663,1620.7,1630.16,40,60.6343,69.1575,-118.91,-4.4487,2672.91,2357.17,72.193,1843.81,2554
Korba,September 2025,30-09-2025,2025-26,267.46,40.2141,665.09,1400.55,45.9963,3044.92,66.51,63.1204,105.37,1734.52,45.4613,3815.38,27,1,3.8462,26,23,18,-1,-5.2632,19,21,-4,-2.3256,172,170,123,-4,-3.1496,127,126,168,44,0,0,44,44,28,0,0,28,28,-1,-0.7463,134,134,61,-1,-1.6129,62,62,133,560.94,6.5598,8551.16,7666.72,40,68.9951,62.2237,746.39,6.0223,12393.87,12321.22,69.3449,9112.1,13140.26
Korea,September 2025,30-09-2025,2025-26,87.71,42.5302,206.23,112.56,65.3886,172.14,11.1,14.3097,77.57,211.37,46.3592,455.94,4,0,0,4,4,42,1,2.439,41,40,1,2.2222,45,45,0,0,,0,1,46,17,1,6.25,16,16,19,-1,-5,20,21,0,0,37,38,1,0,0,1,1,37,-877.47,-49.1594,1784.95,1844.6,40,72.132,79.3175,9.94,0.4017,2474.56,2325.59,36.5257,907.48,2484.5
Mahasamund,September 2025,30-09-2025,2025-26,1235.26,46.9433,2631.39,375.19,58.5951,640.31,51.16,53.9776,94.78,1661.61,49.3575,3366.48,38,0,0,38,36,70,1,1.4493,69,66,1,0.9346,107,102,0,0,,0,0,108,59,0,0,59,53,73,0,0,73,71,0,0,133,125,1,0,0,1,1,133,705.54,16.0879,4385.53,4458.6,40,72.3304,86.954,-483.52,-7.9747,6063.19,5127.54,91.2432,5091.07,5579.67
Manendragarh-Chirmiri-Bharatpur,September 2025,30-09-2025,2025-26,153.35,58.4369,262.42,172.96,46.1768,374.56,7.85,26.8928,29.19,334.16,50.1614,666.17,10,2,25,8,10,26,-2,-7.1429,28,25,1,2.7778,36,36,1,1,,0,1,37,24,0,0,24,24,32,3,10.3448,29,29,3,5.5556,54,54,1,0,0,1,1,57,904.95,72.7487,1243.94,1222.96,40,32.3545,33.5175,93.78,2.4392,3844.72,3648.72,54.5611,2148.89,3938.5
Mohla-Manpur-Ambagarh Chowki,September 2025,30-09-2025,2025-26,170.6,63.2813,269.59,23.76,60.7207,39.13,37.46,59.7067,62.74,231.82,62.4078,371.46,17,0,0,17,15,1,0,0,1,1,0,0,19,17,1,0,0,1,1,19,30,0,0,30,30,1,0,0,1,1,0,0,32,32,1,0,0,1,1,32,139.52,36.1058,386.42,451.34,40,30.0307,41.7,-108.73,-8.45,1286.75,1082.35,44.6461,525.94,1178.02
Mungeli,September 2025,30-09-2025,2025-26,384.64,45.9947,836.27,162.94,41.6013,391.67,9.76,36.1348,27.01,557.34,44.4113,1254.95,9,-2,-18.1818,11,10,35,2,6.0606,33,32,0,0,45,44,1,0,0,1,2,45,23,0,0,23,23,29,1,3.5714,28,29,1,1.9231,52,53,1,0,0,1,1,53,257.54,16.3278,1577.31,1570.04,40,56.5679,68.0012,-262.3,-9.407,2788.35,2308.84,72.6371,1834.85,2526.05
Narayanpur,September 2025,30-09-2025,2025-26,49.01,49.2315,99.55,34.48,50.4315,68.37,2.06,24.8492,8.29,85.55,48.55,176.21,0,0,,0,1,24,4,20,20,19,4,20,20,20,0,0,,0,0,24,8,1,14.2857,7,7,14,0,0,14,13,1,4.7619,21,20,0,0,0,0,0,22,49.46,11.4698,431.22,427.28,40,44.1788,52.9133,17.55,1.798,976.08,807.51,48.3762,480.68,993.63
Raigarh,September 2025,30-09-2025,2025-26,611.99,42.2301,1449.18,2128.21,59.1946,3595.28,53.75,59.2417,90.73,2793.95,54.4079,5135.19,33,1,3.125,32,31,36,0,0,36,39,-4,-2.5,160,159,87,-5,-5.4348,92,89,156,65,0,0,65,65,28,0,0,28,27,-1,-0.6711,149,148,55,-1,-1.7857,56,56,148,974.83,10.4519,9326.81,9082.78,40,81.4342,85.9159,170.5,1.4887,11453.18,10571.71,88.6263,10301.64,11623.68
Raipur,September 2025,30-09-2025,2025-26,3431.62,45.4546,7549.55,22419.12,88.6617,25286.14,2028.34,49.9549,4060.34,27879.08,75.5612,36896.03,90,2,2.2727,88,89,70,5,7.6923,65,64,-6,-0.7752,774,779,608,-13,-2.0934,621,626,768,108,2,1.8868,106,105,70,1,1.4493,69,66,5,0.9107,549,536,376,2,0.5348,374,365,554,8489.59,7.6941,110339.17,102414.12,40,109.5371,120.9084,-5576.33,-5.5358,100732.2,84703.88,124.878,118828.76,95155.87
Rajnandgaon,September 2025,30-09-2025,2025-26,1247.78,49.2919,2531.41,1483.48,159.9422,927.51,165.25,74.4973,221.82,2896.51,78.6937,3680.74,22,0,0,22,22,16,-1,-5.8824,17,16,-4,-3.0075,133,132,91,-3,-3.1915,94,94,129,55,0,0,55,52,24,0,0,24,22,1,0.7634,131,127,53,1,1.9231,52,53,132,719.38,13.2355,5435.25,5322.15,40,60.6382,67.3412,-177.51,-1.9804,8963.41,7903.26,70.0512,6154.63,8785.9
Sakti,September 2025,30-09-2025,2025-26,387.25,47.2838,818.99,398.61,55.6873,715.8,13.82,36.9124,37.44,799.68,50.8628,1572.23,21,-1,-4.5455,22,18,25,-1,-3.8462,26,22,-2,-4.1667,48,40,0,0,,0,0,46,33,0,0,33,33,24,2,9.0909,22,21,2,3.6364,55,54,0,0,0,0,0,57,265.99,16.9878,1565.77,1611.7,40,45.4626,53.8627,-241.38,-7.0085,3444.08,2992.24,57.1942,1831.76,3202.7
Sarangarh-Bilaigarh,September 2025,30-09-2025,2025-26,365.72,43.8629,833.78,147.62,44.2201,333.83,6.14,34.0922,18.01,519.48,43.8151,1185.62,15,-2,-11.7647,17,16,36,7,24.1379,29,29,5,10.8696,46,46,0,0,,0,1,51,32,0,0,32,32,21,1,5,20,19,1,1.9231,52,51,0,0,0,0,0,53,241.2,18.5313,1301.58,1336.71,40,49.5768,59.2603,-178.54,-6.8005,2625.38,2255.66,63.0519,1542.78,2446.84
Sukma,September 2025,30-09-2025,2025-26,67.6,49.8341,135.65,31.44,29.2193,107.6,3.03,10.2956,29.43,102.07,37.4322,272.68,6,0,0,6,7,11,2,22.2222,9,9,2,13.3333,15,16,0,0,,0,0,17,27,0,0,27,27,7,0,0,7,6,0,0,34,33,0,0,0,0,0,34,106.12,19.1014,555.56,554.71,40,40.2017,45.8109,-136.84,-9.9021,1381.93,1210.87,53.1431,661.68,1245.09
Surajpur,September 2025,30-09-2025,2025-26,305.12,38.0316,802.28,295.34,87.2393,338.54,16.78,18.8412,89.06,617.24,50.187,1229.88,24,3,14.2857,21,19,36,0,0,36,36,1,1.6949,59,57,0,-2,-100,2,2,60,62,1,1.6393,61,61,27,1,3.8462,26,26,1,1.1111,90,90,2,-1,-33.3333,3,3,91,198.39,9.7074,2043.7,1980.51,40,36.9374,39.677,-49.1,-0.8874,5532.87,4991.58,40.8859,2242.09,5483.77
Surguja,September 2025,30-09-2025,2025-26,451.05,37.5631,1200.78,974.46,62.1514,1567.88,31.76,68.9835,46.04,1457.27,51.7735,2814.7,33,1,3.125,32,28,2,-1,-33.3333,3,3,0,0,112,113,77,0,0,77,82,112,59,2,3.5088,57,57,3,0,0,3,3,2,1.9231,104,104,44,0,0,44,44,106,290.18,6.5141,4454.67,4290.64,40,46.4767,55.506,-940.66,-9.8141,9584.74,7730.05,54.8913,4744.85,8644.08
Balod,December 2025,31-12-2025,2025-26,864.29,64.4454,1341.12,324.75,79.8539,406.68,39.24,57.4861,68.26,1228.28,67.6343,1816.06,47,3,6.8182,44,42,45,-1,-2.1739,46,48,2,2.1978,91,91,1,0,0,1,1,93,75,1,1.3514,74,74,37,0,0,37,37,1,0.8929,112,112,1,0,0,1,1,113,349.55,15.8073,2211.32,2249.74,40,37.086,39.3945,101.88,1.7086,5962.68,5710.79,42.2268,2560.87,6064.56
Baloda Bazar,December 2025,31-12-2025,2025-26,1626.46,54.7108,2972.83,619.55,62.0468,998.52,94.44,76.5006,123.45,2340.45,57.1566,4094.8,26,2,8.3333,24,25,74,-1,-1.3333,75,70,0,0,100,97,0,-1,-100,1,2,100,50,1,2.0408,49,49,64,0,0,64,63,1,0.885,113,112,0,0,,0,0,114,438.35,11.1723,3923.55,3884.75,40,57.3857,61.0886,-129.48,-1.8938,6837.16,6359.21,65.0284,4361.9,6707.68
Balrampur,December 2025,31-12-2025,2025-26,239.6,50.0826,478.41,212.12,64.2107,330.35,13.13,15.8843,82.66,464.85,52.1471,891.42,27,0,0,27,25,21,4,23.5294,17,18,5,11.3636,44,44,1,1,,0,1,49,64,3,4.918,61,61,14,1,7.6923,13,12,4,5.3333,75,74,1,0,0,1,1,79,178.33,13.3819,1332.62,1320.44,40,38.7661,42.2453,-60.26,-1.753,3437.59,3125.65,44.738,1510.95,3377.33
Bastar,December 2025,31-12-2025,2025-26,652.32,60.2355,1082.95,737.93,59.6379,1237.35,46.85,76.665,61.11,1437.1,60.3466,2381.41,35,0,0,35,37,3,0,0,3,3,-4,-3.2787,122,128,80,-4,-4.7619,84,88,118,74,0,0,74,74,4,0,0,4,4,1,0.8403,119,118,42,1,2.439,41,40,120,482.48,10.5665,4566.11,4475.02,40,60.6236,66.4393,199.95,2.6547,7531.9,6735.5,65.296,5048.59,7731.85
Bemetara,December 2025,31-12-2025,2025-26,1297.02,61.6853,2102.64,299.97,61.7603,485.7,23.94,88.4701,27.06,1620.93,61.9764,2615.4,31,2,6.8966,29,24,34,7,25.9259,27,30,9,15.7895,57,55,1,0,0,1,1,66,61,1,1.6667,60,60,26,0,0,26,26,1,1.1494,87,87,1,0,0,1,1,88,492.66,21.1984,2324.04,2428.72,40,46.9931,54.9535,-539.79,-10.9148,4945.49,4419.59,63.9331,2816.7,4405.7
Bijapur,December 2025,31-12-2025,2025-26,128.38,73.2219,175.33,25.1,28.2913,88.72,2.15,53.4826,4.02,155.63,58.0557,268.07,13,0,0,13,13,12,1,9.0909,11,11,1,4.1667,24,24,0,0,,0,0,25,40,1,2.5641,39,39,10,1,11.1111,9,8,2,4.1667,48,47,0,0,,0,0,50,149.64,21.3814,699.86,722.9,40,52.6916,63.6669,-78.36,-5.8996,1328.22,1135.44,67.9676,849.5,1249.86
Bilaspur,December 2025,31-12-2025,2025-26,1534.12,57.5981,2663.49,5026.86,73.4716,6841.91,392.27,127.7961,306.95,6953.25,70.8622,9812.35,32,3,10.3448,29,23,33,-1,-2.9412,34,33,8,2.5157,318,318,261,6,2.3529,255,262,326,69,0,0,69,69,38,0,0,38,37,6,2.2727,264,263,163,6,3.8217,157,157,270,1906.37,9.6287,19798.88,18305.51,40,62.7816,62.9861,5260.37,16.6805,31536.11,29062.78,58.9873,21705.25,36796.48
Dantewada,December 2025,31-12-2025,2025-26,44.6,55.1775,80.83,80.91,43.6525,185.35,18.1,109.8968,16.47,143.61,50.8084,282.65,9,0,0,9,9,44,3,7.3171,41,41,3,6,50,50,0,0,,0,0,53,24,2,9.0909,22,22,22,0,0,22,22,2,4.5455,44,44,0,0,,0,0,46,-229.47,-6.1974,3702.66,3018.36,40,133.0528,104.6399,392.87,14.1175,2782.85,2884.52,109.367,3473.19,3175.72
Dhamtari,December 2025,31-12-2025,2025-26,1474.69,57.4355,2567.56,658.0,88.4183,744.19,107.09,172.8373,61.96,2239.78,66.3892,3373.71,26,0,0,26,26,14,-1,-6.6667,15,18,-5,-6.1728,81,87,36,-4,-10,40,43,76,55,0,0,55,55,21,0,0,21,21,1,0.8929,112,112,37,1,2.7778,36,36,113,359.8,9.4237,3818.03,3746.32,40,61.068,64.0712,30.37,0.4858,6252.1,5847.12,66.4998,4177.83,6282.47
Durg,December 2025,31-12-2025,2025-26,1932.33,66.1721,2920.16,7810.38,149.3978,5227.91,383.48,26.48,1448.19,10126.19,105.5223,9596.26,49,-2,-3.9216,51,52,38,2,5.5556,36,35,-17,-3.7363,455,457,351,-17,-4.6196,368,370,438,77,1,1.3158,76,77,40,0,0,40,40,0,0,303,303,186,-1,-0.5348,187,186,303,94.77,0.4312,21975.78,20994.58,40,59.7815,60.3184,1605.65,4.3679,36760.15,34806.27,57.5266,22070.55,38365.8
Gariaband,December 2025,31-12-2025,2025-26,653.47,65.2224,1001.91,180.03,101.948,176.59,21.78,32.6097,66.79,855.28,68.6812,1245.29,24,-2,-7.6923,26,25,27,-1,-3.5714,28,25,-3,-5.4545,55,51,1,0,0,1,1,52,39,1,2.6316,38,38,29,1,3.5714,28,28,2,3.0303,66,66,0,0,,0,0,68,240.33,16.5337,1453.58,1428.28,40,54.3531,58.2,-60.72,-2.2705,2674.33,2454.09,64.8111,1693.91,2613.61
Gaurela-Pendra-Marwahi,December 2025,31-12-2025,2025-26,195.72,60.6997,322.44,148.85,55.8264,266.63,11.57,60.0104,19.28,356.14,58.542,608.35,2,1,100,1,1,30,5,20,25,25,6,22.2222,27,27,1,0,0,1,1,33,9,0,0,9,9,21,1,5,20,19,1,3.4483,29,28,0,0,,0,0,30,99.11,11.6754,848.88,832,40,52.0737,55.3906,-32.58,-1.9986,1630.15,1502.06,59.3395,947.99,1597.57
Janjgir-Champa,December 2025,31-12-2025,2025-26,800.37,61.3118,1305.41,781.15,61.504,1270.08,69.5,89.7585,77.43,1651.02,62.2341,2652.92,33,-1,-2.9412,34,36,86,-1,-1.1494,87,79,-2,-1.626,123,117,2,0,0,2,2,121,62,2,3.3333,60,60,61,2,3.3898,59,58,4,3.3058,121,120,2,0,0,2,2,125,494.1,12.5064,3950.79,3908.64,40,52.5041,55.8047,52.99,0.7042,7524.73,7004.14,58.6574,4444.89,7577.72
Jashpur,December 2025,31-12-2025,2025-26,338.61,54.3777,622.7,341.93,49.64,688.82,34.03,65.0048,52.35,714.57,52.3928,1363.87,13,1,8.3333,12,11,52,2,4,50,48,0,0,66,64,1,-3,-75,4,5,66,49,3,6.5217,46,46,46,3,6.9767,43,43,5,5.4945,91,91,1,-1,-50,2,2,96,150.67,6.5332,2306.21,2272.09,40,46.6096,50.6758,-99.01,-2.001,4947.93,4483.58,50.6686,2456.88,4848.92
