district,period,branch_network__branch_rural,branch_network__branch_semi_urban,branch_network__branch_urban,branch_network__total_branch,credit_deposit_ratio__advances_rural,credit_deposit_ratio__advances_semi_urban,credit_deposit_ratio__advances_urban,credit_deposit_ratio__cd_ratio,credit_deposit_ratio__deposits_rural,credit_deposit_ratio__deposits_semi_urban,credit_deposit_ratio__deposits_urban,credit_deposit_ratio__total_advance,credit_deposit_ratio__total_branch,credit_deposit_ratio__total_deposit,non_priority_sector__agricuture,non_priority_sector__col_10,non_priority_sector__col_11,non_priority_sector__col_12,non_priority_sector__col_13,non_priority_sector__col_14,non_priority_sector__col_15,non_priority_sector__col_16,non_priority_sector__col_17,non_priority_sector__col_18,non_priority_sector__col_19,non_priority_sector__col_2,non_priority_sector__col_3,non_priority_sector__col_4,non_priority_sector__col_5,non_priority_sector__col_6,non_priority_sector__col_7,non_priority_sector__col_8,non_priority_sector__col_9,non_priority_sector__education,non_priority_sector__housing,non_priority_sector__others,non_priority_sector__personal_loan_under_nps,non_priority_sector__total_non_priority,priority_sector__agri_infra,priority_sector__agri_term,priority_sector__ancillary_activities,priority_sector__col_10,priority_sector__col_11,priority_sector__col_12,priority_sector__col_13,priority_sector__col_14,priority_sector__col_15,priority_sector__col_16,priority_sector__col_17,priority_sector__col_18,priority_sector__col_19,priority_sector__col_2,priority_sector__col_21,priority_sector__col_22,priority_sector__col_3,priority_sector__col_4,priority_sector__col_5,priority_sector__col_6,priority_sector__col_7,priority_sector__col_8,priority_sector__col_9,priority_sector__crop,priority_sector__education,priority_sector__export_credit,priority_sector__housing,priority_sector__msme,priority_sector__others,priority_sector__renewable_energy,priority_sector__social_infrastructure,priority_sector__sub_total,priority_sector__total_agriculture,priority_sector__total_priority_secotr
Hanumakonda,December 2021,31,9,146,186,,,,74.63,,,,13969.16,,18718.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,December 2021,1,1,1111,1113,,,,134.52,,,,425412.16,,316233.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagitial,December 2021,67,31,20,118,,,,103.58,,,,4633.37,,4473.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangoan,December 2021,34,19,1,54,,,,205.84,,,,3216.79,,1562.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashankar Bhupalapally,December 2021,25,13,0,38,,,,124.21,,,,1607.54,,1294.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogulamba Gadwal,December 2021,23,27,2,52,,,,171.26,,,,2581.94,,1507.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamareddy,December 2021,77,46,1,124,,,,155.47,,,,5467.04,,3516.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar,December 2021,79,40,91,210,,,,85.11,,,,10128.07,,11900.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khammam,December 2021,76,65,77,218,,,,155.04,,,,12758.44,,8229.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,December 2021,20,40,1,61,,,,191.03,,,,3266.3,,1709.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,December 2021,51,28,49,128,,,,117.09,,,,7171.37,,6124.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,December 2021,50,56,3,109,,,,77.8,,,,5108.98,,6566.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,December 2021,61,36,8,105,,,,198.47,,,,4911.84,,2474.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,December 2021,40,91,429,560,,,,61.27,,,,43264.68,,70618.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mulugu,December 2021,20,8,0,28,,,,136.92,,,,1152.04,,841.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,December 2021,48,34,0,82,,,,173.85,,,,4212.24,,2422.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,December 2021,92,49,69,210,,,,191.45,,,,12967.54,,6773.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narayanpet,December 2021,26,20,1,47,,,,170.71,,,,2042.3,,1196.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,December 2021,54,32,3,89,,,,173.33,,,,4619.39,,2665.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,December 2021,149,49,71,269,,,,147.09,,,,12333.83,,8384.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,December 2021,42,34,29,105,,,,67.68,,,,4186.76,,6186.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,December 2021,40,25,3,68,,,,97.58,,,,2715.97,,2783.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,December 2021,141,84,432,657,,,,81.08,,,,59687.97,,73614.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,December 2021,86,101,26,213,,,,117.41,,,,14747.86,,12560.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,December 2021,70,47,12,129,,,,125.9,,,,5817.82,,4621.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryapet,December 2021,61,53,30,144,,,,205.79,,,,8094.6,,3933.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikarabad,December 2021,61,35,1,97,,,,159.75,,,,3892.49,,2436.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanaparthy,December 2021,24,29,1,54,,,,156.65,,,,2612.92,,1667.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,December 2021,45,20,18,83,,,,184,,,,4785.22,,2600.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadadri Bhuvanagiri,December 2021,52,45,0,97,,,,124.18,,,,4047.6,,3259.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adilabad,March 2022,54,14,33,101,,,,176.59,,,,7465.59,,4227.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhadradri Kothagudem,March 2022,53,91,5,149,,,,89.55,,,,6188.78,,6911.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanumakonda,March 2022,29,10,152,191,,,,76.6,,,,15622.49,,20395.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,March 2022,1,1,1128,1130,,,,130.45,,,,440358.27,,337558.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagitial,March 2022,67,32,21,120,,,,110.14,,,,4878.13,,4428.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangoan,March 2022,34,19,1,54,,,,217.81,,,,3325,,1526.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashankar Bhupalapally,March 2022,25,13,0,38,,,,124.35,,,,1685.54,,1355.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogulamba Gadwal,March 2022,23,28,2,53,,,,167.24,,,,2673.27,,1598.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamareddy,March 2022,77,48,1,126,,,,175.9,,,,5602.73,,3185.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar,March 2022,80,40,91,211,,,,90.49,,,,10547.02,,11655.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khammam,March 2022,76,67,77,220,,,,166.48,,,,13425.56,,8064.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,March 2022,20,40,1,61,,,,201.78,,,,3439.84,,1704.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,March 2022,51,28,49,128,,,,122.21,,,,7451.5,,6097.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,March 2022,50,61,4,115,,,,80.17,,,,5316.25,,6631.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,March 2022,61,37,8,106,,,,211.81,,,,5022.59,,2371.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,March 2022,41,95,434,570,,,,61.09,,,,44738.91,,73240.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mulugu,March 2022,20,8,0,28,,,,133.15,,,,1207.61,,906.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,March 2022,48,34,0,82,,,,178.42,,,,4240.25,,2376.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,March 2022,92,50,70,212,,,,198.02,,,,13470.73,,6802.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narayanpet,March 2022,26,20,1,47,,,,183.9,,,,2103.01,,1143.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,March 2022,54,32,3,89,,,,188.65,,,,4777.04,,2532.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,March 2022,149,49,71,269,,,,154.39,,,,12803.75,,8292.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,March 2022,42,36,29,107,,,,71.05,,,,4307.98,,6062.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,March 2022,40,25,3,68,,,,103.44,,,,2801.07,,2707.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,March 2022,142,86,427,655,,,,80.98,,,,63188.23,,78029.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,March 2022,86,100,25,211,,,,113.13,,,,15276.62,,13503.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,March 2022,70,48,12,130,,,,133.22,,,,5920.07,,4443.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryapet,March 2022,61,54,32,147,,,,221.96,,,,8528.38,,3842.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikarabad,March 2022,61,35,1,97,,,,155.15,,,,3977.3,,2563.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanaparthy,March 2022,24,29,1,54,,,,162.52,,,,2673.15,,1644.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,March 2022,47,21,13,81,,,,215.75,,,,3592.15,,1664.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadadri Bhuvanagiri,March 2022,52,45,0,97,,,,132.41,,,,4230.02,,3194.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adilabad,June 2022,54,16,34,104,,,,207.8,,,,7546.87,,3631.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhadradri Kothagudem,June 2022,49,104,3,156,,,,109.99,,,,6437.62,,5852.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanumakonda,June 2022,37,19,71,127,,,,138.5,,,,8468.09,,6114.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,June 2022,4,10,1085,1099,,,,124.15,,,,411544.22,,331488.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagitial,June 2022,65,34,23,122,,,,111.24,,,,5067.51,,4555.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangoan,June 2022,31,26,0,57,,,,192.34,,,,3204.09,,1665.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashankar Bhupalapally,June 2022,23,19,0,42,,,,124.05,,,,1676.96,,1351.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogulamba Gadwal,June 2022,23,32,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamareddy,June 2022,75,52,0,127,,,,161.63,,,,5352.71,,3311.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar,June 2022,86,38,93,217,,,,93.05,,,,10545.28,,11332.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khammam,June 2022,82,75,82,239,,,,165.03,,,,13750.86,,8332.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumuram Bheem Asifabad,June 2022,38,14,1,53,,,,82.54,,,,1415.15,,1714.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,June 2022,23,45,0,68,,,,211.59,,,,3609.03,,1705.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,June 2022,51,30,55,136,,,,129.68,,,,7585.72,,5849.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,June 2022,48,65,6,119,,,,82.23,,,,5270.26,,6409.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,June 2022,62,43,0,105,,,,201.21,,,,4888.2,,2429.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,June 2022,37,106,422,565,,,,56.76,,,,46266.44,,81514.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mulugu,June 2022,23,9,1,33,,,,123.8,,,,1193.64,,964.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,June 2022,47,35,0,82,,,,185.94,,,,4335.24,,2331.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,June 2022,92,48,82,222,,,,180.96,,,,13800,,7625.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narayanpet,June 2022,27,22,0,49,,,,182.25,,,,2143.41,,1176.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,June 2022,54,33,4,91,,,,175.53,,,,4544.87,,2589.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,June 2022,145,55,73,273,,,,149.47,,,,12779.03,,8549.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,June 2022,41,41,24,106,,,,73.33,,,,4460.64,,6082.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,June 2022,35,25,7,67,,,,93.85,,,,2948.87,,3142.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,June 2022,146,103,421,670,,,,88.2,,,,66620.9,,75535.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,June 2022,88,109,34,231,,,,106.17,,,,15315.22,,14424.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,June 2022,67,46,20,133,,,,129.18,,,,5784.29,,4477.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryapet,June 2022,59,51,39,149,,,,223.48,,,,8543.94,,3823.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikarabad,June 2022,58,37,3,98,,,,144.3,,,,3761.57,,2606.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanaparthy,June 2022,24,33,0,57,,,,167.67,,,,2729.72,,1627.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,June 2022,40,15,90,145,,,,84.64,,,,11317.68,,13371.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadadri Bhuvanagiri,June 2022,51,49,0,100,,,,142.73,,,,4527.54,,3172.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adilabad,September 2022,54,15,35,104,,,,223.98,,,,8197.93,,3660.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhadradri Kothagudem,September 2022,62,96,0,158,,,,112.46,,,,6949.37,,6179.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanumakonda,September 2022,38,17,99,154,,,,106.4,,,,11691.23,,10988.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyderabad,September 2022,8,2,1095,1105,,,,124.72,,,,412793.33,,330987.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagitial,September 2022,65,34,26,125,,,,124.81,,,,5477.66,,4388.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jangoan,September 2022,31,27,0,58,,,,220.11,,,,3439.62,,1562.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jayashankar Bhupalapally,September 2022,24,19,0,43,,,,135.22,,,,1796.33,,1328.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jogulamba Gadwal,September 2022,23,33,0,56,,,,194.81,,,,2981.71,,1530.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kamareddy,September 2022,73,54,2,129,,,,179.66,,,,5737.62,,3193.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar,September 2022,84,38,94,216,,,,102.9,,,,11435.37,,11112.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khammam,September 2022,98,61,84,243,,,,168.26,,,,14815.54,,8805.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kumuram Bheem Asifabad,September 2022,38,15,1,54,,,,92.2,,,,1543.04,,1673.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubabad,September 2022,25,42,0,67,,,,232.95,,,,3840.24,,1648.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahabubnagar,September 2022,51,29,59,139,,,,141.45,,,,8054.62,,5694.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mancherial,September 2022,48,65,5,118,,,,90.08,,,,5679.87,,6305.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medak,September 2022,62,42,1,105,,,,237.02,,,,5102.67,,2152.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medchal Malkajgiri,September 2022,39,103,428,570,,,,59.16,,,,49514.79,,83703.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mulugu,September 2022,26,7,1,34,,,,142.01,,,,1304.52,,918.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagarkurnool,September 2022,46,35,0,81,,,,206.18,,,,4656.66,,2258.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nalgonda,September 2022,92,47,84,223,,,,190.23,,,,14633.09,,7692.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narayanpet,September 2022,27,25,0,52,,,,202.09,,,,2357.57,,1166.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirmal,September 2022,53,33,4,90,,,,196.5,,,,4878.7,,2482.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nizamabad,September 2022,144,56,77,277,,,,162.99,,,,13517.15,,8293.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peddapalli,September 2022,40,41,26,107,,,,79.7,,,,4821.46,,6049.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajanna Sircilla,September 2022,35,26,5,66,,,,104.18,,,,3260.8,,3129.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranga Reddy,September 2022,147,101,436,684,,,,82.69,,,,65520.98,,79233.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sangareddy,September 2022,87,111,34,232,,,,117.1,,,,16408.06,,14012.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siddipet,September 2022,67,46,24,137,,,,145.67,,,,6301.36,,4325.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryapet,September 2022,59,51,40,150,,,,228.2,,,,9019.84,,3952.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikarabad,September 2022,55,38,3,96,,,,159.95,,,,4095.03,,2560.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanaparthy,September 2022,23,33,0,56,,,,191.69,,,,2948.09,,1537.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warangal,September 2022,42,19,68,129,,,,108.98,,,,7898.99,,7248.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yadadri Bhuvanagiri,September 2022,52,47,1,100,,,,160.11,,,,4894.78,,3057.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adilabad,December 2022,53.0,17.0,35.0,105.0,2215.44,1035.36,5453.4,236.99,1238.88,462.58,1971.3,8704.2,105.0,3672.76,47.0,823.96,1282.95,658.37,400.25,78460.0,1219.64,679.35,4111.7,2279.18,484.95,105310.0,7.02,14.94,79.58,6.89,21.56,97.0,387.26,31.96,47.0,179.53,164.49,469.98,185.81,304.73,328.1,49.1,397.09,0.2,0.89,168.0,0.0,0.0,80.66,41.83,0.0,33.0,2851.64,75.5,0.0,0.0,1283.74,5.92,13.9,374.0,40.3,2163.19,42.59,0.0,82.07,639.49,0.0,8.34,22.49,2467.92,2981.83,3776.81
